uuid,class,order,family,genus,species,common_name,description
3a8b9ae7-a5b0-497d-b4b7-8ffbe7f870d0,aves,charadriiformes,recurvirostridae,himantopus,mexicanus,black-necked stilt,"The black-necked stilt is a locally abundant shorebird of North and South American wetlands and coastlines. It is found from the coastal areas of California through much of the interior western United States and along the Gulf of Mexico as far east as Florida, then south through Central America and the Caribbean to Brazil, Peru and the Galápagos Islands, with an isolated population, the Hawaiian stilt, in Hawaii. The northernmost populations, particularly those from inland, are migratory, wintering from the extreme south of the United States to southern Mexico, rarely as far south as Costa Rica; on the Baja California peninsula it is only found regularly in winter. Some authorities, including the IUCN, treat it as a synonym of Himantopus himantopus."
3a8f6da9-0910-49a0-bfa8-c5217d15e2d9,aves,accipitriformes,accipitridae,accipiter,tachiro,african goshawk,The African goshawk is an African species of bird of prey in the genus Aerospiza. It was formerly placed in the genus Accipiter. The African goshawk was previously sometimes split with the red-chested goshawk of west Africa treated as a separate species.
3a9f0970-6ab5-4c79-992d-660005f7655f,mammalia,primates,galagidae,euoticus,elegantulus,southern needle-clawed galago,"The southern needle-clawed bushbaby is a species of strepsirrhine primate in the family Galagidae. Found in Cameroon, Central African Republic, Republic of the Congo, and possibly Democratic Republic of the Congo, its natural habitat is tropical moist forests. While the species is not threatened or endangered, some local populations may be threatened by habitat destruction."
3aaa8952-8756-468d-a7b4-1b5fd5f67a26,aves,galliformes,phasianidae,bambusicola,,bambusicola species,
3ac589d6-a591-41f0-adc7-37bde833fb11,mammalia,carnivora,herpestidae,herpestes,sanguineus,common slender mongoose,"The common slender mongoose, also known as the black-tipped mongoose or the black-tailed mongoose, is a very common mongoose species native to sub-Saharan Africa."
3ac71663-681d-40e4-906d-14c88a59b1f7,aves,passeriformes,campephagidae,lalage,tricolor,white-winged triller,"The white-winged triller is one of the smaller members of the cuckooshrike family, Campephagidae. It is found throughout mainland Australia and possibly on the islands to the north, including New Guinea and eastern Indonesia. It is resident or nomadic over the warmer part of its range, and a summer breeding migrant to the cooler southern parts of Australia."
3adb5eea-8412-4e03-8a1e-00b7bbec29be,aves,accipitriformes,accipitridae,haliaeetus,leucogaster,white-bellied sea-eagle,"The white-bellied sea eagle, also known as the white-breasted sea eagle, is a large diurnal bird of prey in the family Accipitridae. Originally described by Johann Friedrich Gmelin in 1788, it is closely related to Sanford's sea eagle of the Solomon Islands, and the two are considered a superspecies. A distinctive bird, the adult white-bellied sea eagle has a white head, breast, under-wing coverts and tail. The upper parts are grey and the black under-wing flight feathers contrast with the white coverts. The tail is short and wedge-shaped as in all Haliaeetinae species. Like many raptors, the female is larger than the male, and can measure up to 90 cm (35 in) long with a wingspan of up to 2.2 m (7.2 ft), and weigh 4.5 kg (9.9 lb). Immature birds have brown plumage, which is gradually replaced by white until the age of five or six years. The call is a loud goose-like honking."
3afdd398-39f2-430c-9301-74659d81044e,mammalia,diprotodontia,macropodidae,wallabia,bicolor,swamp wallaby,"The swamp wallaby is a small macropod marsupial of eastern Australia. This wallaby is also commonly known as the black wallaby, with other names including black-tailed wallaby, fern wallaby, black pademelon, stinker, and black stinker on account of its characteristic swampy odour."
3b0ae87d-0cb4-46c4-822b-c65047e69a88,mammalia,carnivora,herpestidae,herpestes,naso,long-nosed mongoose,"The long-nosed mongoose is a mongoose native to Central African wetlands and rainforests. It has been listed as Least Concern on the IUCN Red List since 1996. Although formerly classified in Herpestes, more recent studies indicate that it belongs in the monotypic taxon Xenogale."
3b2e6713-957d-44e5-abe7-dfe8b8313cd2,aves,passeriformes,corvidae,aphelocoma,woodhouseii,woodhouse's scrub-jay,"Woodhouse's scrub jay is a species of scrub jay native to western North America, ranging from southeastern Oregon and southern Idaho to central Mexico. Woodhouse's scrub jay was until recently considered the same species as the California scrub jay, and collectively called the western scrub jay. Prior to that both of them were also considered the same species as the island scrub jay and the Florida scrub jay; the taxon was then called simply the scrub jay. Woodhouse's scrub jay is nonmigratory and can be found in urban areas, where it can become tame and will come to bird feeders. While many refer to scrub jays as ""blue jays"", the blue jay is a different species of bird entirely. Woodhouse's scrub jay is named for the American naturalist and explorer Samuel Washington Woodhouse."
3b3b6bb8-9f17-4d01-b27b-dfd556086cdb,mammalia,rodentia,muridae,rattus,tanezumi,oriental house rat,
3b53e54f-da21-474e-b6f6-47dbdd73ff69,mammalia,cetartiodactyla,cervidae,muntiacus,muntjak,southern red muntjac,"The southern red muntjac is a deer species native to Southeast Asia. It was formerly known as the Indian muntjac or the common muntjac before the species was taxonomically revised to represent only populations of Thailand, Sunda and perhaps Malaysia. The other populations being attributed to this species are now attributed to Muntiacus vaginalis. Muntjacs are also referred to as barking deer. It is listed as Least Concern on the IUCN Red List."
3b568ec0-b619-4220-a41b-c50e4b177b2e,mammalia,rodentia,geomyidae,geomys,,geomys species,
3b799133-6737-4df0-bf8b-da20ded02732,mammalia,cetartiodactyla,bovidae,cephalophus,silvicultor,yellow-backed duiker,"The yellow-backed duiker is a shy, forest-dwelling antelope of the order Artiodactyla, from the family Bovidae. Yellow-backed duikers are the most widely-distributed of all duikers. They are found mainly in Central and Western Africa, ranging from Senegal and Gambia on the western coast, through to the Democratic Republic of the Congo to western Uganda; their distribution continues southward into Rwanda, Burundi, and most of Zambia."
3b7b2d78-1cfd-4a1b-a70c-570bef0c7a6a,aves,galliformes,phasianidae,bambusicola,thoracicus,chinese bamboo partridge,"The Chinese bamboo partridge is a small Galliform bird. It is one of three species in the genus Bambusicola, along with the mountain bamboo partridge of the Himalayas, and the Taiwan bamboo partridge of Taiwan. Chinese bamboo partridge is a monotypic species."
3b8b3ede-0f6d-41ba-877e-2d9304b80469,mammalia,carnivora,canidae,lycalopex,culpaeus,culpeo,"The culpeo, also known as Culpeo zorro, Andean zorro, Andean fox, Paramo wolf, Andean wolf, and colpeo fox, is a species of South American fox. Despite the name, it is not a true fox, but more closely related to wolves and jackals. Its appearance resembles that of foxes due to convergent evolution."
3b8c048a-de83-4a25-8801-36ed0067412d,aves,passeriformes,ptilonorhynchidae,chlamydera,guttata,western bowerbird,"The western bowerbird is a species of bird in the family Ptilonorhynchidae. The species is a common endemic of Australia. It has a disjunct distribution, occurring in Central Australia and the Pilbara region of Western Australia."
3bbcc93a-343c-4c70-9b9b-d74fec748b92,aves,passeriformes,malaconotidae,laniarius,luehderi,gonolek de lühder,
3bbd196e-e3a2-4024-a6dc-f20153c9428f,reptilia,squamata,teiidae,tupinambis,teguixin,black tegu,
3bdc289c-d9ed-4ae6-877e-9b38beb5498d,aves,passeriformes,muscicapidae,ficedula,platenae,palawan flycatcher,"The Palawan flycatcher is a species of bird in the family Muscicapidae.
It is endemic to the Philippines found only in the region of Palawan. Its natural habitat is tropical moist lowland forests.
It is threatened by habitat loss."
3be3f820-1462-4a04-ae0d-bce98d6cf08b,aves,accipitriformes,accipitridae,nisaetus,nipalensis,mountain hawk-eagle,"The mountain hawk-eagle or Hodgson's hawk-eagle, is a large bird of prey native to Asia. The latter name is in reference to the naturalist, Brian Houghton Hodgson, who described the species after collecting one himself in the Himalayas. A less widely recognized common English name is the feather-toed eagle. Like all eagles, it is in the family Accipitridae. Its feathered tarsus marks this species as a member of the subfamily Aquilinae. It is a confirmed breeding species in the northern part of the Indian subcontinent, from India, Nepal through Bangladesh to Thailand, Taiwan, Vietnam and Japan, although its distribution could be wider still as breeding species. Like other Asian hawk-eagles, this species was earlier treated under the genera of Spizaetus but genetic studies have shown this group to be paraphyletic, resulting in the Old World members being placed in Nisaetus and separated from the New World species. As is typical of hawk-eagles, the mountain hawk-eagle is a forest dwelling opportunistic predator who readily varies its prey selection between birds, mammals and reptiles along with other vertebrates. Although classified currently as a least-concern species due its persistence over a rather wide distribution, this species is often quite rare and scarce and seems to be decreasing, especially in response to large-scale habitat degradation and deforestation."
3c23a7ad-c8e0-4f05-bd12-0234b6c038fe,mammalia,rodentia,sciuridae,funambulus,,funambulus species,
3c3f9fa5-d0c7-4bea-b108-40cd1ab66d0c,reptilia,squamata,iguanidae,iguana,,iguana species,
3c461f14-7275-4585-a80a-1f110d24c4fb,mammalia,carnivora,mustelidae,lontra,,lontra species,
3c5ca701-7ce1-481b-acf4-c1ae4f78a781,mammalia,carnivora,viverridae,viverra,zibetha,large indian civet,
3c727840-a266-492f-b403-d3af7a595121,mammalia,rodentia,sciuridae,neotamias,senex,shadow chipmunk,"Allen's chipmunk, also known as the shadow chipmunk, is a species of chipmunk native to the western United States. Occurring in California, Oregon, and Nevada, it is a common species of the Sierra Nevada."
3c75a046-fe27-4c19-a4e0-2be8ee0c8d28,aves,accipitriformes,accipitridae,spizaetus,ornatus,ornate hawk-eagle,"The ornate hawk-eagle is a fairly large bird of prey from the tropical Americas. Formerly, some authorities referred to this species as the crested hawk-eagle, a name that may cause some confusion as it is more commonly used for an Asian eagle species. Like all eagles, it is in the family Accipitridae. This species has a feathered tarsus that marks it as a member of the Aquilinae or booted eagle subfamily. This species is notable for the vivid colors and bold markings of adults, which differ considerably from the far more whitish plumage of the juvenile bird. The ornate hawk-eagle ranges from central Mexico south through much of Central America and in a somewhat spotty but broad overall range into South America, including in the west apart from the Andes and broadly on the Atlantic side especially Brazil down to as far as Southeast Brazil and northern Argentina. This species is found largely in primary forests with tall trees, although can be found in many forest types."
3c812633-8e59-4031-bb26-2c5bc68df307,aves,sphenisciformes,spheniscidae,eudyptula,minor,little penguin,"The little penguin is the smallest species of penguin. It originates from New Zealand. It is commonly known as the fairy penguin, little blue penguin, or blue penguin, owing to its slate-blue plumage and is also known by its Māori name kororā. It is a marine neritic species that dives for food throughout the day and returns to burrows on the shore at dusk, making it the only nocturnal penguin species on land.
The Australian little penguin, from Australia and the Otago region of New Zealand, is considered a separate species."
3ca3aec2-2579-4196-ad14-fe52bd70d64e,aves,anseriformes,anatidae,anser,albifrons,greater white-fronted goose,"The greater white-fronted goose is a species of goose, closely related to the smaller lesser white-fronted goose. The greater white-fronted goose is migratory, breeding in northern Canada, Alaska, Greenland and Russia, and winters farther south in North America, Europe and Asia. It is named for the patch of white feathers bordering the base of its bill: albifrons comes from the Latin albus ""white"" and frons ""forehead"". In the United Kingdom and Ireland, it has been known as the white-fronted goose; in North America it is known as the greater white-fronted goose, and this name is also increasingly adopted internationally. Even more distinctive are the salt-and-pepper markings on the breast of adult birds, which is why the goose is colloquially called the ""specklebelly"" in North America."
